APMC,Commodity,combination_label,date,modal_price,quarter,deseasonalise_price
Gevrai,wheat(husked),Gevrai:wheat(husked),2015-11-01,1896,4,1785.732638888889
Gevrai,wheat(husked),Gevrai:wheat(husked),2015-12-01,1750,4,1825.6076388888887
Gevrai,wheat(husked),Gevrai:wheat(husked),2016-01-01,1760,1,1864.5243055555554
Gevrai,wheat(husked),Gevrai:wheat(husked),2016-02-01,1851,1,1892.607638888889
Gevrai,wheat(husked),Gevrai:wheat(husked),2016-03-01,1995,1,1932.170138888889
Gevrai,wheat(husked),Gevrai:wheat(husked),2016-04-01,2067,2,1912.0243055555554
Gevrai,wheat(husked),Gevrai:wheat(husked),2016-05-01,2150,2,1998.7118055555557
Gevrai,wheat(husked),Gevrai:wheat(husked),2016-06-01,2064,2,2188.690972222222
Gevrai,wheat(husked),Gevrai:wheat(husked),2016-07-01,1969,3,2070.5243055555557
Gevrai,wheat(husked),Gevrai:wheat(husked),2016-08-01,1939,3,1969.4409722222222
Gevrai,wheat(husked),Gevrai:wheat(husked),2016-09-01,1961,3,2000.857638888889
Gevrai,wheat(husked),Gevrai:wheat(husked),2016-10-01,1947,4,1908.107638888889
Gevrai,wheat(husked),Gevrai:wheat(husked),2016-11-01,2004,4,1893.732638888889
Gevrai,sorgum(jawar),Gevrai:sorgum(jawar),2014-09-01,1662,3,1665.420138888889
Gevrai,sorgum(jawar),Gevrai:sorgum(jawar),2014-10-01,1725,4,1776.8784722222224
Gevrai,sorgum(jawar),Gevrai:sorgum(jawar),2014-11-01,1907,4,1660.5868055555557
Gevrai,sorgum(jawar),Gevrai:sorgum(jawar),2014-12-01,2027,4,1923.3784722222224
Gevrai,sorgum(jawar),Gevrai:sorgum(jawar),2015-01-01,1977,1,1960.5034722222224
Gevrai,sorgum(jawar),Gevrai:sorgum(jawar),2015-02-01,1472,1,1477.045138888889
Gevrai,sorgum(jawar),Gevrai:sorgum(jawar),2015-03-01,1528,1,1507.4201388888887
Gevrai,sorgum(jawar),Gevrai:sorgum(jawar),2015-04-01,1565,2,1519.170138888889
Gevrai,sorgum(jawar),Gevrai:sorgum(jawar),2015-05-01,1468,2,1598.7534722222224
Gevrai,sorgum(jawar),Gevrai:sorgum(jawar),2015-06-01,1455,2,1587.8784722222224
Gevrai,sorgum(jawar),Gevrai:sorgum(jawar),2015-07-01,1443,3,1567.045138888889
Gevrai,sorgum(jawar),Gevrai:sorgum(jawar),2015-08-01,1582,3,1566.920138888889
Gevrai,sorgum(jawar),Gevrai:sorgum(jawar),2015-09-01,1588,3,1591.420138888889
Gevrai,sorgum(jawar),Gevrai:sorgum(jawar),2015-10-01,1567,4,1618.8784722222224
Gevrai,sorgum(jawar),Gevrai:sorgum(jawar),2015-11-01,1893,4,1646.5868055555557
Gevrai,sorgum(jawar),Gevrai:sorgum(jawar),2015-12-01,1780,4,1676.3784722222224
Gevrai,sorgum(jawar),Gevrai:sorgum(jawar),2016-01-01,1724,1,1707.5034722222224
Gevrai,sorgum(jawar),Gevrai:sorgum(jawar),2016-02-01,1722,1,1727.045138888889
Gevrai,sorgum(jawar),Gevrai:sorgum(jawar),2016-03-01,1866,1,1845.4201388888887
Gevrai,sorgum(jawar),Gevrai:sorgum(jawar),2016-04-01,1886,2,1840.170138888889
Gevrai,sorgum(jawar),Gevrai:sorgum(jawar),2016-05-01,1812,2,1942.7534722222224
Gevrai,sorgum(jawar),Gevrai:sorgum(jawar),2016-06-01,1826,2,1958.8784722222224
Gevrai,sorgum(jawar),Gevrai:sorgum(jawar),2016-07-01,1819,3,1943.045138888889
Gevrai,sorgum(jawar),Gevrai:sorgum(jawar),2016-08-01,1675,3,1659.920138888889
Gevrai,sorgum(jawar),Gevrai:sorgum(jawar),2016-09-01,1740,3,1743.420138888889
Gevrai,sorgum(jawar),Gevrai:sorgum(jawar),2016-10-01,1803,4,1854.8784722222224
Gevrai,maize,Gevrai:maize,2014-09-01,1177,3,1049.467397917342
Gevrai,maize,Gevrai:maize,2014-11-01,1163,4,1286.609226630284
Gevrai,maize,Gevrai:maize,2014-12-01,1233,4,1114.682549092516
Gevrai,maize,Gevrai:maize,2015-01-01,1197,1,1192.0417955605662
Gevrai,maize,Gevrai:maize,2015-02-01,1131,1,1224.363845611349
Gevrai,maize,Gevrai:maize,2015-03-01,1100,1,1181.2108429463651
Gevrai,maize,Gevrai:maize,2015-04-01,1192,2,1206.1178219571848
Gevrai,maize,Gevrai:maize,2015-05-01,1178,2,1225.0008101807682
Gevrai,maize,Gevrai:maize,2015-06-01,1147,2,1205.586934813918
Gevrai,maize,Gevrai:maize,2015-07-01,1228,3,1245.6603172520374
Gevrai,maize,Gevrai:maize,2015-08-01,1386,3,1258.7149467870672
Gevrai,maize,Gevrai:maize,2015-09-01,1447,3,1273.8002964719904
Gevrai,maize,Gevrai:maize,2015-10-01,1330,4,1290.2118307445996
Gevrai,maize,Gevrai:maize,2015-11-01,1379,4,1305.2557371611576
Gevrai,maize,Gevrai:maize,2015-12-01,1394,4,1321.708714702132
Gevrai,maize,Gevrai:maize,2016-01-01,1351,1,1347.693643967096
Gevrai,maize,Gevrai:maize,2016-02-01,1341,1,1381.8843403683645
Gevrai,maize,Gevrai:maize,2016-03-01,1286,1,1400.533811132693
Gevrai,maize,Gevrai:maize,2016-04-01,1369,2,1410.0613809426725
Gevrai,maize,Gevrai:maize,2016-05-01,1398,2,1406.901098269691
Gevrai,maize,Gevrai:maize,2016-06-01,1554,2,1430.7389939472473
Gevrai,maize,Gevrai:maize,2016-07-01,1646,3,1687.6688169221152
Gevrai,maize,Gevrai:maize,2016-08-01,1418,3,1687.1700345370625
Gevrai,maize,Gevrai:maize,2016-09-01,1583,3,1303.2098271264665
Gevrai,maize,Gevrai:maize,2016-11-01,1169,4,1411.475693205737
Gevrai,gram,Gevrai:gram,2014-09-01,2196,3,2085.860866137967
Gevrai,gram,Gevrai:gram,2014-10-01,2233,4,1994.4387489763496
Gevrai,gram,Gevrai:gram,2014-11-01,2239,4,2226.552376848753
Gevrai,gram,Gevrai:gram,2014-12-01,2278,4,2462.6805975484476
Gevrai,gram,Gevrai:gram,2015-01-01,2479,1,2647.592030522489
Gevrai,gram,Gevrai:gram,2015-02-01,3144,1,3679.231395891266
Gevrai,gram,Gevrai:gram,2015-03-01,3182,1,3416.316692517368
Gevrai,gram,Gevrai:gram,2015-04-01,3614,2,3481.660476362388
Gevrai,gram,Gevrai:gram,2015-05-01,4257,2,3805.310513274388
Gevrai,gram,Gevrai:gram,2015-06-01,3936,2,3634.500546989711
Gevrai,gram,Gevrai:gram,2015-07-01,3676,3,3781.065597916659
Gevrai,gram,Gevrai:gram,2015-08-01,3751,3,3895.741846353887
Gevrai,gram,Gevrai:gram,2015-09-01,4188,3,3977.9532365144833
Gevrai,gram,Gevrai:gram,2015-10-01,4570,4,4081.7667186842446
Gevrai,gram,Gevrai:gram,2015-11-01,4218,4,4194.55021239305
Gevrai,gram,Gevrai:gram,2015-12-01,4022,4,4348.069079604854
Gevrai,gram,Gevrai:gram,2016-01-01,4297,1,4589.230720110987
Gevrai,gram,Gevrai:gram,2016-02-01,4113,1,4813.192980693631
Gevrai,gram,Gevrai:gram,2016-03-01,4211,1,4521.090380952432
Gevrai,gram,Gevrai:gram,2016-04-01,5108,2,4920.95232796322
Gevrai,gram,Gevrai:gram,2016-05-01,5504,2,4919.997431304259
Gevrai,gram,Gevrai:gram,2016-06-01,6420,2,5928.224977559437
Gevrai,gram,Gevrai:gram,2016-07-01,7053,3,7254.585327014744
Gevrai,gram,Gevrai:gram,2016-08-01,5817,3,6041.463695078795
Gevrai,gram,Gevrai:gram,2016-09-01,6291,3,5975.478464878848
Gevrai,gram,Gevrai:gram,2016-10-01,7725,4,6899.7041360691
Gevrai,gram,Gevrai:gram,2016-11-01,6502,4,6465.852413698343
Gevrai,pigeon pea (tur),Gevrai:pigeon pea (tur),2014-09-01,4223,3,3209.0434027777774
Gevrai,pigeon pea (tur),Gevrai:pigeon pea (tur),2014-10-01,4383,4,2617.4184027777774
Gevrai,pigeon pea (tur),Gevrai:pigeon pea (tur),2014-11-01,4439,4,4170.835069444444
Gevrai,pigeon pea (tur),Gevrai:pigeon pea (tur),2014-12-01,5076,4,4549.043402777777
Gevrai,pigeon pea (tur),Gevrai:pigeon pea (tur),2015-01-01,5446,1,5574.751736111111
Gevrai,pigeon pea (tur),Gevrai:pigeon pea (tur),2015-02-01,5361,1,6330.25173611111
Gevrai,pigeon pea (tur),Gevrai:pigeon pea (tur),2015-03-01,5536,1,6206.585069444444
Gevrai,pigeon pea (tur),Gevrai:pigeon pea (tur),2015-04-01,5772,2,5905.626736111111
Gevrai,pigeon pea (tur),Gevrai:pigeon pea (tur),2015-05-01,6110,2,6327.939236111111
Gevrai,pigeon pea (tur),Gevrai:pigeon pea (tur),2015-06-01,5885,2,7045.543402777777
Gevrai,pigeon pea (tur),Gevrai:pigeon pea (tur),2015-07-01,6117,3,7311.835069444444
Gevrai,pigeon pea (tur),Gevrai:pigeon pea (tur),2015-08-01,8411,3,7510.126736111111
Gevrai,pigeon pea (tur),Gevrai:pigeon pea (tur),2015-09-01,8675,3,7661.043402777777
Gevrai,pigeon pea (tur),Gevrai:pigeon pea (tur),2015-10-01,9594,4,7828.418402777777
Gevrai,pigeon pea (tur),Gevrai:pigeon pea (tur),2015-11-01,8264,4,7995.835069444444
Gevrai,pigeon pea (tur),Gevrai:pigeon pea (tur),2015-12-01,8695,4,8168.043402777777
Gevrai,pigeon pea (tur),Gevrai:pigeon pea (tur),2016-01-01,8218,1,8346.751736111111
Gevrai,pigeon pea (tur),Gevrai:pigeon pea (tur),2016-02-01,7348,1,8317.251736111111
Gevrai,pigeon pea (tur),Gevrai:pigeon pea (tur),2016-03-01,7171,1,7841.585069444444
Gevrai,pigeon pea (tur),Gevrai:pigeon pea (tur),2016-04-01,8154,2,8287.626736111111
Gevrai,pigeon pea (tur),Gevrai:pigeon pea (tur),2016-05-01,7746,2,7963.939236111111
Gevrai,pigeon pea (tur),Gevrai:pigeon pea (tur),2016-06-01,8382,2,9542.543402777777
Gevrai,pigeon pea (tur),Gevrai:pigeon pea (tur),2016-07-01,7909,3,9103.835069444445
Gevrai,pigeon pea (tur),Gevrai:pigeon pea (tur),2016-08-01,5911,3,5010.126736111111
Gevrai,pigeon pea (tur),Gevrai:pigeon pea (tur),2016-09-01,5767,3,4753.043402777777
Gevrai,pigeon pea (tur),Gevrai:pigeon pea (tur),2016-10-01,6321,4,4555.418402777777
Gevrai,pigeon pea (tur),Gevrai:pigeon pea (tur),2016-11-01,4868,4,4599.835069444444
Gevrai,soybean,Gevrai:soybean,2014-09-01,2918,3,3125.845429780804
Gevrai,soybean,Gevrai:soybean,2014-10-01,2928,4,2843.3900621971648
Gevrai,soybean,Gevrai:soybean,2014-11-01,3219,4,3154.276769715305
Gevrai,soybean,Gevrai:soybean,2014-12-01,3216,4,3230.955143900609
Gevrai,soybean,Gevrai:soybean,2015-01-01,3159,1,3201.78871392531
Gevrai,soybean,Gevrai:soybean,2015-02-01,3219,1,3282.2380680533242
Gevrai,soybean,Gevrai:soybean,2015-03-01,3101,1,3223.263090726371
Gevrai,soybean,Gevrai:soybean,2015-04-01,3674,2,3284.5747578363703
Gevrai,soybean,Gevrai:soybean,2015-05-01,3724,2,3366.78351141632
Gevrai,soybean,Gevrai:soybean,2015-06-01,3381,2,3390.075486407574
Gevrai,soybean,Gevrai:soybean,2015-07-01,3223,3,3411.013037934008
Gevrai,soybean,Gevrai:soybean,2015-08-01,3171,3,3429.8063823764096
Gevrai,soybean,Gevrai:soybean,2015-09-01,3220,3,3449.3565057896467
Gevrai,soybean,Gevrai:soybean,2015-10-01,3572,4,3468.7804993744103
Gevrai,soybean,Gevrai:soybean,2015-11-01,3540,4,3468.8225426505683
Gevrai,soybean,Gevrai:soybean,2015-12-01,3449,4,3465.038647796393
Gevrai,soybean,Gevrai:soybean,2016-01-01,3424,1,3470.3781438683955
Gevrai,soybean,Gevrai:soybean,2016-02-01,3401,1,3467.8135040227885
Gevrai,soybean,Gevrai:soybean,2016-03-01,3384,1,3517.4209284160074
Gevrai,soybean,Gevrai:soybean,2016-04-01,3853,2,3444.6016717320454
Gevrai,soybean,Gevrai:soybean,2016-05-01,3546,2,3205.8577689264957
Gevrai,soybean,Gevrai:soybean,2016-06-01,3469,2,3478.3117013747037
Gevrai,soybean,Gevrai:soybean,2016-07-01,3262,3,3452.2880948621573
Gevrai,soybean,Gevrai:soybean,2016-08-01,3071,3,3321.644717842307
Gevrai,soybean,Gevrai:soybean,2016-09-01,2922,3,3130.1303446948286
Gevrai,soybean,Gevrai:soybean,2016-10-01,2703,4,2624.8918504504563
Kada,bajri,Kada:bajri,2014-09-01,1336,3,1232.0298963495268
Kada,bajri,Kada:bajri,2014-10-01,1458,4,1480.2960963674782
Kada,bajri,Kada:bajri,2014-11-01,1554,4,1585.091491690347
Kada,bajri,Kada:bajri,2014-12-01,1428,4,1468.2832981236477
Kada,bajri,Kada:bajri,2015-01-01,1447,1,1435.6846416773708
Kada,bajri,Kada:bajri,2015-02-01,1289,1,1362.0200847764424
Kada,bajri,Kada:bajri,2015-03-01,1271,1,1311.1156334568332
Kada,bajri,Kada:bajri,2015-04-01,1261,2,1218.2561431200827
Kada,bajri,Kada:bajri,2015-05-01,1297,2,1353.4438414446354
Kada,bajri,Kada:bajri,2015-06-01,1307,2,1363.8110156608982
Kada,bajri,Kada:bajri,2015-07-01,1405,3,1364.1009502771592
Kada,bajri,Kada:bajri,2015-08-01,1469,3,1369.8996426023796
Kada,bajri,Kada:bajri,2015-09-01,1501,3,1384.1892772609579
Kada,bajri,Kada:bajri,2015-10-01,1391,4,1412.2715158073815
Kada,bajri,Kada:bajri,2015-11-01,1408,4,1436.1704120334675
Kada,bajri,Kada:bajri,2015-12-01,1407,4,1446.6908966806527
Kada,bajri,Kada:bajri,2016-01-01,1475,1,1463.465685192897
Kada,bajri,Kada:bajri,2016-02-01,1401,1,1480.3647313978247
Kada,bajri,Kada:bajri,2016-03-01,1504,1,1551.469640219573
Kada,bajri,Kada:bajri,2016-04-01,1706,2,1648.1720699150367
Kada,bajri,Kada:bajri,2016-07-01,1688,3,1491.1883187543438
Kada,bajri,Kada:bajri,2016-08-01,1594,3,1491.1139566789775
Kada,bajri,Kada:bajri,2016-09-01,1418,3,1638.8629210447295
Kada,bajri,Kada:bajri,2016-10-01,1318,4,1486.467004974944
Kada,bajri,Kada:bajri,2016-11-01,1408,4,1307.6484977721773
Kada,wheat(husked),Kada:wheat(husked),2014-09-01,1614,3,1682.8890517315085
Kada,wheat(husked),Kada:wheat(husked),2014-10-01,1720,4,1817.0533700645065
Kada,wheat(husked),Kada:wheat(husked),2014-11-01,1570,4,1661.8087379929143
Kada,wheat(husked),Kada:wheat(husked),2014-12-01,1620,4,1569.801654522947
Kada,wheat(husked),Kada:wheat(husked),2015-01-01,1641,1,1615.24695150861
Kada,wheat(husked),Kada:wheat(husked),2015-02-01,1736,1,1646.847363106575
Kada,wheat(husked),Kada:wheat(husked),2015-03-01,1675,1,1584.054928823927
Kada,wheat(husked),Kada:wheat(husked),2015-04-01,1666,2,1654.5074809545401
Kada,wheat(husked),Kada:wheat(husked),2015-05-01,1640,2,1676.13804785841
Kada,wheat(husked),Kada:wheat(husked),2015-06-01,1653,2,1695.796815480642
Kada,wheat(husked),Kada:wheat(husked),2015-07-01,1815,3,1720.4324862983758
Kada,wheat(husked),Kada:wheat(husked),2015-08-01,1700,3,1743.5750861574593
Kada,wheat(husked),Kada:wheat(husked),2015-09-01,1701,3,1773.602402103653
Kada,wheat(husked),Kada:wheat(husked),2015-10-01,1708,4,1804.3762535291728
Kada,wheat(husked),Kada:wheat(husked),2015-11-01,1734,4,1835.398950114467
Kada,wheat(husked),Kada:wheat(husked),2015-12-01,1930,4,1870.1957982896838
Kada,wheat(husked),Kada:wheat(husked),2016-01-01,1925,1,1894.789994914122
Kada,wheat(husked),Kada:wheat(husked),2016-02-01,2010,1,1906.776036776622
Kada,wheat(husked),Kada:wheat(husked),2016-03-01,2125,1,2009.6219246273702
Kada,wheat(husked),Kada:wheat(husked),2016-04-01,1958,2,1944.4931858997536
Kada,wheat(husked),Kada:wheat(husked),2016-05-01,2096,2,2142.1861879946505
Kada,wheat(husked),Kada:wheat(husked),2016-06-01,2036,2,2088.7128350384673
Kada,wheat(husked),Kada:wheat(husked),2016-07-01,2025,3,1919.4907904981878
Kada,wheat(husked),Kada:wheat(husked),2016-08-01,1779,3,1824.6000460436
Kada,wheat(husked),Kada:wheat(husked),2016-09-01,1812,3,1889.3401249922513
Kada,wheat(husked),Kada:wheat(husked),2016-10-01,1890,4,1996.6458543150682
Kada,sorgum(jawar),Kada:sorgum(jawar),2014-09-01,2223,3,2339.4809027777774
Kada,sorgum(jawar),Kada:sorgum(jawar),2014-10-01,2405,4,2550.0642361111113
Kada,sorgum(jawar),Kada:sorgum(jawar),2014-11-01,2545,4,1930.189236111111
Kada,sorgum(jawar),Kada:sorgum(jawar),2014-12-01,2227,4,1940.689236111111
Kada,sorgum(jawar),Kada:sorgum(jawar),2015-01-01,2293,1,2281.7725694444443
Kada,sorgum(jawar),Kada:sorgum(jawar),2015-02-01,1903,1,1923.814236111111
Kada,sorgum(jawar),Kada:sorgum(jawar),2015-03-01,1818,1,1788.001736111111
Kada,sorgum(jawar),Kada:sorgum(jawar),2015-04-01,1681,2,1733.5225694444446
Kada,sorgum(jawar),Kada:sorgum(jawar),2015-05-01,1625,2,1694.6475694444446
Kada,sorgum(jawar),Kada:sorgum(jawar),2015-06-01,1585,2,1818.689236111111
Kada,sorgum(jawar),Kada:sorgum(jawar),2015-07-01,1612,3,1804.439236111111
Kada,sorgum(jawar),Kada:sorgum(jawar),2015-08-01,1682,3,1793.689236111111
Kada,sorgum(jawar),Kada:sorgum(jawar),2015-09-01,1694,3,1810.4809027777776
Kada,sorgum(jawar),Kada:sorgum(jawar),2015-10-01,1697,4,1842.064236111111
Kada,sorgum(jawar),Kada:sorgum(jawar),2015-11-01,2494,4,1879.189236111111
Kada,sorgum(jawar),Kada:sorgum(jawar),2015-12-01,2207,4,1920.689236111111
Kada,sorgum(jawar),Kada:sorgum(jawar),2016-01-01,1971,1,1959.7725694444446
Kada,sorgum(jawar),Kada:sorgum(jawar),2016-02-01,1967,1,1987.814236111111
Kada,sorgum(jawar),Kada:sorgum(jawar),2016-03-01,2157,1,2127.0017361111113
Kada,sorgum(jawar),Kada:sorgum(jawar),2016-04-01,2100,2,2152.5225694444443
Kada,sorgum(jawar),Kada:sorgum(jawar),2016-05-01,2097,2,2166.6475694444443
Kada,sorgum(jawar),Kada:sorgum(jawar),2016-06-01,2109,2,2342.6892361111113
Kada,sorgum(jawar),Kada:sorgum(jawar),2016-07-01,2026,3,2218.4392361111113
Kada,sorgum(jawar),Kada:sorgum(jawar),2016-08-01,1941,3,2052.6892361111113
Kada,sorgum(jawar),Kada:sorgum(jawar),2016-09-01,1972,3,2088.4809027777774
Kada,sorgum(jawar),Kada:sorgum(jawar),2016-10-01,1961,4,2106.0642361111113
Kada,sorgum(jawar),Kada:sorgum(jawar),2016-11-01,2395,4,1780.189236111111
Kada,maize,Kada:maize,2014-09-01,1407,3,1267.8414499094113
Kada,maize,Kada:maize,2014-10-01,1225,4,1252.4228962938878
Kada,maize,Kada:maize,2014-11-01,1204,4,1207.5050973292755
Kada,maize,Kada:maize,2014-12-01,1162,4,1184.8799787733176
Kada,maize,Kada:maize,2015-01-01,1111,1,1184.054613870003
Kada,maize,Kada:maize,2015-02-01,1156,1,1233.265759755649
Kada,maize,Kada:maize,2015-03-01,1305,1,1333.8583292808894
Kada,maize,Kada:maize,2015-04-01,1270,2,1303.0468753535015
Kada,maize,Kada:maize,2015-05-01,1364,2,1318.8661155827858
Kada,maize,Kada:maize,2015-06-01,1318,2,1354.3459209817786
Kada,maize,Kada:maize,2015-07-01,1478,3,1375.3647563803386
Kada,maize,Kada:maize,2015-08-01,1427,3,1393.9826426451953
Kada,maize,Kada:maize,2015-09-01,1559,3,1404.8079747041736
Kada,maize,Kada:maize,2015-10-01,1382,4,1412.9375042270635
Kada,maize,Kada:maize,2015-11-01,1419,4,1423.131007566646
Kada,maize,Kada:maize,2015-12-01,1413,4,1440.8222117097228
Kada,maize,Kada:maize,2016-01-01,1359,1,1448.3620344278436
Kada,maize,Kada:maize,2016-02-01,1350,1,1440.2325049049534
Kada,maize,Kada:maize,2016-03-01,1368,1,1398.2514900047943
Kada,maize,Kada:maize,2016-04-01,1400,2,1436.4296263739388
Kada,maize,Kada:maize,2016-05-01,1476,2,1427.1601074781465
Kada,maize,Kada:maize,2016-06-01,1626,2,1670.8395049441365
Kada,maize,Kada:maize,2016-08-01,1363,3,1255.3227715541793
Kada,maize,Kada:maize,2016-10-01,1367,4,1331.463449141837
Kada,maize,Kada:maize,2016-11-01,1225,4,1215.5779075535152
Kada,gram,Kada:gram,2014-09-01,2432,3,2253.21875
Kada,gram,Kada:gram,2014-10-01,2341,4,2111.385416666667
Kada,gram,Kada:gram,2014-11-01,2545,4,2439.427083333333
Kada,gram,Kada:gram,2014-12-01,2474,4,2849.84375
Kada,gram,Kada:gram,2015-01-01,2869,1,3044.427083333333
Kada,gram,Kada:gram,2015-02-01,3388,1,4061.385416666667
Kada,gram,Kada:gram,2015-03-01,3363,1,3714.34375
Kada,gram,Kada:gram,2015-04-01,3686,2,3591.489583333333
Kada,gram,Kada:gram,2015-05-01,4300,2,3841.5729166666665
Kada,gram,Kada:gram,2015-06-01,4069,2,3754.59375
Kada,gram,Kada:gram,2015-07-01,3941,3,3882.510416666667
Kada,gram,Kada:gram,2015-08-01,4114,3,3977.8020833333335
Kada,gram,Kada:gram,2015-09-01,4222,3,4043.21875
Kada,gram,Kada:gram,2015-10-01,4363,4,4133.385416666667
Kada,gram,Kada:gram,2015-11-01,4340,4,4234.427083333333
Kada,gram,Kada:gram,2015-12-01,3994,4,4369.84375
Kada,gram,Kada:gram,2016-01-01,4419,1,4594.427083333333
Kada,gram,Kada:gram,2016-02-01,4125,1,4798.385416666667
Kada,gram,Kada:gram,2016-03-01,4196,1,4547.34375
Kada,gram,Kada:gram,2016-04-01,5017,2,4922.489583333333
Kada,gram,Kada:gram,2016-05-01,5394,2,4935.572916666666
Kada,gram,Kada:gram,2016-06-01,6225,2,5910.59375
Kada,gram,Kada:gram,2016-07-01,7175,3,7116.510416666667
Kada,gram,Kada:gram,2016-08-01,5775,3,5638.802083333334
Kada,gram,Kada:gram,2016-09-01,6514,3,6335.21875
Kada,gram,Kada:gram,2016-11-01,6888,4,4084.385416666667
Kille Dharur,bajri,Kille Dharur:bajri,2014-09-01,1516,3,1544.4450278999445
Kille Dharur,bajri,Kille Dharur:bajri,2014-10-01,1609,4,1680.0438111456895
Kille Dharur,bajri,Kille Dharur:bajri,2014-11-01,1746,4,1568.3876495039115
Kille Dharur,bajri,Kille Dharur:bajri,2014-12-01,1795,4,1785.8480830706844
Kille Dharur,bajri,Kille Dharur:bajri,2015-01-01,1755,1,1758.6208265947137
Kille Dharur,bajri,Kille Dharur:bajri,2015-02-01,1655,1,1642.0441669614836
Kille Dharur,bajri,Kille Dharur:bajri,2015-03-01,1717,1,1657.283087959937
Kille Dharur,bajri,Kille Dharur:bajri,2015-04-01,1855,2,1760.4466457257795
Kille Dharur,bajri,Kille Dharur:bajri,2015-05-01,1710,2,1717.5336738568362
Kille Dharur,bajri,Kille Dharur:bajri,2015-06-01,1536,2,1728.9187618458113
Kille Dharur,bajri,Kille Dharur:bajri,2015-07-01,1583,3,1733.6797986412012
Kille Dharur,bajri,Kille Dharur:bajri,2015-08-01,1833,3,1746.306896228974
Kille Dharur,bajri,Kille Dharur:bajri,2015-09-01,1733,3,1765.516644690372
Kille Dharur,bajri,Kille Dharur:bajri,2015-10-01,1702,4,1777.1501345991073
Kille Dharur,bajri,Kille Dharur:bajri,2015-11-01,1992,4,1789.3632289872803
Kille Dharur,bajri,Kille Dharur:bajri,2015-12-01,1824,4,1814.7002248027457
Kille Dharur,bajri,Kille Dharur:bajri,2016-01-01,1841,1,1844.7982574136
Kille Dharur,bajri,Kille Dharur:bajri,2016-02-01,1874,1,1859.3297697195287
Kille Dharur,bajri,Kille Dharur:bajri,2016-03-01,1962,1,1893.7620376105976
Kille Dharur,bajri,Kille Dharur:bajri,2016-04-01,1891,2,1794.6116480147973
Kille Dharur,bajri,Kille Dharur:bajri,2016-05-01,1969,2,1977.6747390784271
Kille Dharur,bajri,Kille Dharur:bajri,2016-06-01,1889,2,2126.25490958772
Kille Dharur,bajri,Kille Dharur:bajri,2016-07-01,1957,3,2143.279447846387
Kille Dharur,bajri,Kille Dharur:bajri,2016-08-01,1810,3,1724.3946984039515
Kille Dharur,bajri,Kille Dharur:bajri,2016-09-01,1702,3,1733.9349851488823
Kille Dharur,bajri,Kille Dharur:bajri,2016-10-01,1723,4,1799.0773689272983
Kille Dharur,sorgum(jawar),Kille Dharur:sorgum(jawar),2014-09-01,1745,3,1368.6649305555557
Kille Dharur,sorgum(jawar),Kille Dharur:sorgum(jawar),2014-10-01,1634,4,1696.9982638888891
Kille Dharur,sorgum(jawar),Kille Dharur:sorgum(jawar),2014-11-01,2098,4,2239.206597222222
Kille Dharur,sorgum(jawar),Kille Dharur:sorgum(jawar),2014-12-01,2208,4,2258.1649305555557
Kille Dharur,sorgum(jawar),Kille Dharur:sorgum(jawar),2015-01-01,2174,1,2306.706597222222
Kille Dharur,sorgum(jawar),Kille Dharur:sorgum(jawar),2015-02-01,2331,1,2461.873263888889
Kille Dharur,sorgum(jawar),Kille Dharur:sorgum(jawar),2015-03-01,2357,1,2422.956597222222
Kille Dharur,sorgum(jawar),Kille Dharur:sorgum(jawar),2015-04-01,2382,2,2426.810763888889
Kille Dharur,sorgum(jawar),Kille Dharur:sorgum(jawar),2015-05-01,2377,2,2400.4982638888887
Kille Dharur,sorgum(jawar),Kille Dharur:sorgum(jawar),2015-06-01,2522,2,2412.0399305555557
Kille Dharur,sorgum(jawar),Kille Dharur:sorgum(jawar),2015-07-01,2534,3,2405.4149305555557
Kille Dharur,sorgum(jawar),Kille Dharur:sorgum(jawar),2015-08-01,2423,3,2385.6649305555557
Kille Dharur,sorgum(jawar),Kille Dharur:sorgum(jawar),2015-09-01,2728,3,2351.6649305555557
Kille Dharur,sorgum(jawar),Kille Dharur:sorgum(jawar),2015-10-01,2249,4,2311.998263888889
Kille Dharur,sorgum(jawar),Kille Dharur:sorgum(jawar),2015-11-01,2133,4,2274.206597222222
Kille Dharur,sorgum(jawar),Kille Dharur:sorgum(jawar),2015-12-01,2181,4,2231.1649305555557
Kille Dharur,sorgum(jawar),Kille Dharur:sorgum(jawar),2016-01-01,2042,1,2174.706597222222
Kille Dharur,sorgum(jawar),Kille Dharur:sorgum(jawar),2016-02-01,1989,1,2119.873263888889
Kille Dharur,sorgum(jawar),Kille Dharur:sorgum(jawar),2016-03-01,1883,1,1948.9565972222222
Kille Dharur,sorgum(jawar),Kille Dharur:sorgum(jawar),2016-04-01,1904,2,1948.8107638888891
Kille Dharur,sorgum(jawar),Kille Dharur:sorgum(jawar),2016-05-01,1948,2,1971.4982638888887
Kille Dharur,sorgum(jawar),Kille Dharur:sorgum(jawar),2016-06-01,1918,2,1808.0399305555557
Kille Dharur,sorgum(jawar),Kille Dharur:sorgum(jawar),2016-07-01,1783,3,1654.4149305555557
Kille Dharur,sorgum(jawar),Kille Dharur:sorgum(jawar),2016-08-01,1858,3,1820.6649305555557
Kille Dharur,sorgum(jawar),Kille Dharur:sorgum(jawar),2016-09-01,1709,3,1332.6649305555557
